grantee,table_schema,table_name,privilege_type
postgres,auth,audit_log_entries,DELETE
postgres,auth,audit_log_entries,INSERT
postgres,auth,audit_log_entries,REFERENCES
postgres,auth,audit_log_entries,SELECT
postgres,auth,audit_log_entries,TRIGGER
postgres,auth,audit_log_entries,TRUNCATE
postgres,auth,audit_log_entries,UPDATE
postgres,auth,flow_state,DELETE
postgres,auth,flow_state,INSERT
postgres,auth,flow_state,REFERENCES
postgres,auth,flow_state,SELECT
postgres,auth,flow_state,TRIGGER
postgres,auth,flow_state,TRUNCATE
postgres,auth,flow_state,UPDATE
postgres,auth,identities,DELETE
postgres,auth,identities,INSERT
postgres,auth,identities,REFERENCES
postgres,auth,identities,SELECT
postgres,auth,identities,TRIGGER
postgres,auth,identities,TRUNCATE
postgres,auth,identities,UPDATE
postgres,auth,instances,DELETE
postgres,auth,instances,INSERT
postgres,auth,instances,REFERENCES
postgres,auth,instances,SELECT
postgres,auth,instances,TRIGGER
postgres,auth,instances,TRUNCATE
postgres,auth,instances,UPDATE
postgres,auth,mfa_amr_claims,DELETE
postgres,auth,mfa_amr_claims,INSERT
postgres,auth,mfa_amr_claims,REFERENCES
postgres,auth,mfa_amr_claims,SELECT
postgres,auth,mfa_amr_claims,TRIGGER
postgres,auth,mfa_amr_claims,TRUNCATE
postgres,auth,mfa_amr_claims,UPDATE
postgres,auth,mfa_challenges,DELETE
postgres,auth,mfa_challenges,INSERT
postgres,auth,mfa_challenges,REFERENCES
postgres,auth,mfa_challenges,SELECT
postgres,auth,mfa_challenges,TRIGGER
postgres,auth,mfa_challenges,TRUNCATE
postgres,auth,mfa_challenges,UPDATE
postgres,auth,mfa_factors,DELETE
postgres,auth,mfa_factors,INSERT
postgres,auth,mfa_factors,REFERENCES
postgres,auth,mfa_factors,SELECT
postgres,auth,mfa_factors,TRIGGER
postgres,auth,mfa_factors,TRUNCATE
postgres,auth,mfa_factors,UPDATE
postgres,auth,oauth_authorizations,DELETE
postgres,auth,oauth_authorizations,INSERT
postgres,auth,oauth_authorizations,REFERENCES
postgres,auth,oauth_authorizations,SELECT
postgres,auth,oauth_authorizations,TRIGGER
postgres,auth,oauth_authorizations,TRUNCATE
postgres,auth,oauth_authorizations,UPDATE
postgres,auth,oauth_client_states,DELETE
postgres,auth,oauth_client_states,INSERT
postgres,auth,oauth_client_states,REFERENCES
postgres,auth,oauth_client_states,SELECT
postgres,auth,oauth_client_states,TRIGGER
postgres,auth,oauth_client_states,TRUNCATE
postgres,auth,oauth_client_states,UPDATE
postgres,auth,oauth_clients,DELETE
postgres,auth,oauth_clients,INSERT
postgres,auth,oauth_clients,REFERENCES
postgres,auth,oauth_clients,SELECT
postgres,auth,oauth_clients,TRIGGER
postgres,auth,oauth_clients,TRUNCATE
postgres,auth,oauth_clients,UPDATE
postgres,auth,oauth_consents,DELETE
postgres,auth,oauth_consents,INSERT
postgres,auth,oauth_consents,REFERENCES
postgres,auth,oauth_consents,SELECT
postgres,auth,oauth_consents,TRIGGER
postgres,auth,oauth_consents,TRUNCATE
postgres,auth,oauth_consents,UPDATE
postgres,auth,one_time_tokens,DELETE
postgres,auth,one_time_tokens,INSERT
postgres,auth,one_time_tokens,REFERENCES
postgres,auth,one_time_tokens,SELECT
postgres,auth,one_time_tokens,TRIGGER
postgres,auth,one_time_tokens,TRUNCATE
postgres,auth,one_time_tokens,UPDATE
postgres,auth,refresh_tokens,DELETE
postgres,auth,refresh_tokens,INSERT
postgres,auth,refresh_tokens,REFERENCES
postgres,auth,refresh_tokens,SELECT
postgres,auth,refresh_tokens,TRIGGER
postgres,auth,refresh_tokens,TRUNCATE
postgres,auth,refresh_tokens,UPDATE
postgres,auth,saml_providers,DELETE
postgres,auth,saml_providers,INSERT
postgres,auth,saml_providers,REFERENCES
postgres,auth,saml_providers,SELECT
postgres,auth,saml_providers,TRIGGER
postgres,auth,saml_providers,TRUNCATE
postgres,auth,saml_providers,UPDATE
postgres,auth,saml_relay_states,DELETE
postgres,auth,saml_relay_states,INSERT
postgres,auth,saml_relay_states,REFERENCES
postgres,auth,saml_relay_states,SELECT
postgres,auth,saml_relay_states,TRIGGER
postgres,auth,saml_relay_states,TRUNCATE
postgres,auth,saml_relay_states,UPDATE
postgres,auth,schema_migrations,SELECT
postgres,auth,sessions,DELETE
postgres,auth,sessions,INSERT
postgres,auth,sessions,REFERENCES
postgres,auth,sessions,SELECT
postgres,auth,sessions,TRIGGER
postgres,auth,sessions,TRUNCATE
postgres,auth,sessions,UPDATE
postgres,auth,sso_domains,DELETE
postgres,auth,sso_domains,INSERT
postgres,auth,sso_domains,REFERENCES
postgres,auth,sso_domains,SELECT
postgres,auth,sso_domains,TRIGGER
postgres,auth,sso_domains,TRUNCATE
postgres,auth,sso_domains,UPDATE
postgres,auth,sso_providers,DELETE
postgres,auth,sso_providers,INSERT
postgres,auth,sso_providers,REFERENCES
postgres,auth,sso_providers,SELECT
postgres,auth,sso_providers,TRIGGER
postgres,auth,sso_providers,TRUNCATE
postgres,auth,sso_providers,UPDATE
postgres,auth,users,DELETE
postgres,auth,users,INSERT
postgres,auth,users,REFERENCES
postgres,auth,users,SELECT
postgres,auth,users,TRIGGER
postgres,auth,users,TRUNCATE
postgres,auth,users,UPDATE
PUBLIC,extensions,pg_stat_statements,SELECT
dashboard_user,extensions,pg_stat_statements,DELETE
dashboard_user,extensions,pg_stat_statements,INSERT
dashboard_user,extensions,pg_stat_statements,REFERENCES
dashboard_user,extensions,pg_stat_statements,SELECT
dashboard_user,extensions,pg_stat_statements,TRIGGER
dashboard_user,extensions,pg_stat_statements,TRUNCATE
dashboard_user,extensions,pg_stat_statements,UPDATE
postgres,extensions,pg_stat_statements,DELETE
postgres,extensions,pg_stat_statements,INSERT
postgres,extensions,pg_stat_statements,REFERENCES
postgres,extensions,pg_stat_statements,SELECT
postgres,extensions,pg_stat_statements,TRIGGER
postgres,extensions,pg_stat_statements,TRUNCATE
postgres,extensions,pg_stat_statements,UPDATE
PUBLIC,extensions,pg_stat_statements_info,SELECT
dashboard_user,extensions,pg_stat_statements_info,DELETE
dashboard_user,extensions,pg_stat_statements_info,INSERT
dashboard_user,extensions,pg_stat_statements_info,REFERENCES
dashboard_user,extensions,pg_stat_statements_info,SELECT
dashboard_user,extensions,pg_stat_statements_info,TRIGGER
dashboard_user,extensions,pg_stat_statements_info,TRUNCATE
dashboard_user,extensions,pg_stat_statements_info,UPDATE
postgres,extensions,pg_stat_statements_info,DELETE
postgres,extensions,pg_stat_statements_info,INSERT
postgres,extensions,pg_stat_statements_info,REFERENCES
postgres,extensions,pg_stat_statements_info,SELECT
postgres,extensions,pg_stat_statements_info,TRIGGER
postgres,extensions,pg_stat_statements_info,TRUNCATE
postgres,extensions,pg_stat_statements_info,UPDATE
anon,public,abonnements,DELETE
anon,public,abonnements,INSERT
anon,public,abonnements,REFERENCES
anon,public,abonnements,SELECT
anon,public,abonnements,TRIGGER
anon,public,abonnements,TRUNCATE
anon,public,abonnements,UPDATE
authenticated,public,abonnements,DELETE
authenticated,public,abonnements,INSERT
authenticated,public,abonnements,REFERENCES
authenticated,public,abonnements,SELECT
authenticated,public,abonnements,TRIGGER
authenticated,public,abonnements,TRUNCATE
authenticated,public,abonnements,UPDATE
postgres,public,abonnements,DELETE
postgres,public,abonnements,INSERT
postgres,public,abonnements,REFERENCES
postgres,public,abonnements,SELECT
postgres,public,abonnements,TRIGGER
postgres,public,abonnements,TRUNCATE
postgres,public,abonnements,UPDATE
service_role,public,abonnements,DELETE
service_role,public,abonnements,INSERT
service_role,public,abonnements,REFERENCES
service_role,public,abonnements,SELECT
service_role,public,abonnements,TRIGGER
service_role,public,abonnements,TRUNCATE
service_role,public,abonnements,UPDATE
anon,public,abonnements_stats,DELETE
anon,public,abonnements_stats,INSERT
anon,public,abonnements_stats,REFERENCES
anon,public,abonnements_stats,SELECT
anon,public,abonnements_stats,TRIGGER
anon,public,abonnements_stats,TRUNCATE
anon,public,abonnements_stats,UPDATE
authenticated,public,abonnements_stats,DELETE
authenticated,public,abonnements_stats,INSERT
authenticated,public,abonnements_stats,REFERENCES
authenticated,public,abonnements_stats,SELECT
authenticated,public,abonnements_stats,TRIGGER
authenticated,public,abonnements_stats,TRUNCATE
authenticated,public,abonnements_stats,UPDATE
postgres,public,abonnements_stats,DELETE
postgres,public,abonnements_stats,INSERT
postgres,public,abonnements_stats,REFERENCES
postgres,public,abonnements_stats,SELECT
postgres,public,abonnements_stats,TRIGGER
postgres,public,abonnements_stats,TRUNCATE
postgres,public,abonnements_stats,UPDATE
service_role,public,abonnements_stats,DELETE
service_role,public,abonnements_stats,INSERT
service_role,public,abonnements_stats,REFERENCES
service_role,public,abonnements_stats,SELECT
service_role,public,abonnements_stats,TRIGGER
service_role,public,abonnements_stats,TRUNCATE
service_role,public,abonnements_stats,UPDATE
anon,public,admin_agences_en_attente,DELETE
anon,public,admin_agences_en_attente,INSERT
anon,public,admin_agences_en_attente,REFERENCES
anon,public,admin_agences_en_attente,SELECT
anon,public,admin_agences_en_attente,TRIGGER
anon,public,admin_agences_en_attente,TRUNCATE
