table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default
public,profiles,is_demo,5,boolean,NO,false
public,profiles,regie_id,6,uuid,YES,null
public,profiles,entreprise_id,7,uuid,YES,null
public,profiles,logement_id,8,uuid,YES,null
public,profiles,created_at,9,timestamp with time zone,YES,now()
public,profiles,updated_at,10,timestamp with time zone,YES,now()
public,profiles_backup_20241220,id,1,uuid,YES,null
public,profiles_backup_20241220,email,2,text,YES,null
public,profiles_backup_20241220,role,3,USER-DEFINED,YES,null
public,profiles_backup_20241220,language,4,text,YES,null
public,profiles_backup_20241220,is_demo,5,boolean,YES,null
public,profiles_backup_20241220,regie_id,6,uuid,YES,null
public,profiles_backup_20241220,entreprise_id,7,uuid,YES,null
public,profiles_backup_20241220,logement_id,8,uuid,YES,null
public,profiles_backup_20241220,created_at,9,timestamp with time zone,YES,null
public,profiles_backup_20241220,updated_at,10,timestamp with time zone,YES,null
public,quotas_usage,client_nom,1,text,YES,null
public,quotas_usage,client_type,2,text,YES,null
public,quotas_usage,plan_nom,3,character varying,YES,null
public,quotas_usage,statut,4,character varying,YES,null
public,quotas_usage,missions_utilisees,5,integer,YES,null
public,quotas_usage,missions_limite,6,integer,YES,null
public,quotas_usage,missions_pourcentage,7,numeric,YES,null
public,quotas_usage,techniciens_utilises,8,bigint,YES,null
public,quotas_usage,techniciens_limite,9,integer,YES,null
public,quotas_usage,utilisateurs_utilises,10,bigint,YES,null
public,quotas_usage,utilisateurs_limite,11,integer,YES,null
public,quotas_usage,date_fin,12,date,YES,null
public,quotas_usage,jours_restants,13,integer,YES,null
public,regies,id,1,uuid,NO,uuid_generate_v4()
public,regies,nom,2,text,NO,null
public,regies,adresse,3,text,YES,null
public,regies,code_postal,4,text,YES,null
public,regies,ville,5,text,YES,null
public,regies,telephone,6,text,YES,null
public,regies,email,7,text,YES,null
public,regies,siret,8,text,YES,null
public,regies,nb_collaborateurs,9,integer,NO,1
public,regies,nb_logements_geres,10,integer,NO,0
public,regies,statut_validation,11,text,NO,'en_attente'::text
public,regies,date_validation,12,timestamp with time zone,YES,null
public,regies,admin_validateur_id,13,uuid,YES,null
public,regies,commentaire_refus,14,text,YES,null
public,regies,profile_id,15,uuid,YES,null
public,regies,created_at,16,timestamp with time zone,YES,now()
public,regies,updated_at,17,timestamp with time zone,YES,now()
public,regies_backup_20241220,id,1,uuid,YES,null
public,regies_backup_20241220,nom,2,text,YES,null
public,regies_backup_20241220,adresse,3,text,YES,null
public,regies_backup_20241220,code_postal,4,text,YES,null
public,regies_backup_20241220,ville,5,text,YES,null
public,regies_backup_20241220,telephone,6,text,YES,null
public,regies_backup_20241220,email,7,text,YES,null
public,regies_backup_20241220,siret,8,text,YES,null
public,regies_backup_20241220,nb_collaborateurs,9,integer,YES,null
public,regies_backup_20241220,nb_logements_geres,10,integer,YES,null
public,regies_backup_20241220,statut_validation,11,text,YES,null
public,regies_backup_20241220,date_validation,12,timestamp with time zone,YES,null
public,regies_backup_20241220,admin_validateur_id,13,uuid,YES,null
public,regies_backup_20241220,commentaire_refus,14,text,YES,null
public,regies_backup_20241220,profile_id,15,uuid,YES,null
public,regies_backup_20241220,created_at,16,timestamp with time zone,YES,null
public,regies_backup_20241220,updated_at,17,timestamp with time zone,YES,null
public,regies_entreprises,id,1,uuid,NO,uuid_generate_v4()
public,regies_entreprises,regie_id,2,uuid,NO,null
public,regies_entreprises,entreprise_id,3,uuid,NO,null
public,regies_entreprises,mode_diffusion,4,text,NO,'restreint'::text
public,regies_entreprises,date_autorisation,5,timestamp with time zone,YES,now()
public,regies_entreprises,created_at,6,timestamp with time zone,YES,now()
public,regies_entreprises,updated_at,7,timestamp with time zone,YES,now()
public,techniciens,id,1,uuid,NO,gen_random_uuid()
public,techniciens,profile_id,2,uuid,NO,null
public,techniciens,entreprise_id,3,uuid,NO,null
public,techniciens,nom,4,text,NO,null
public,techniciens,prenom,5,text,NO,null
public,techniciens,telephone,6,text,YES,null
public,techniciens,email,7,text,YES,null
public,techniciens,specialites,8,ARRAY,YES,ARRAY[]::text[]
public,techniciens,actif,9,boolean,NO,true
public,techniciens,created_at,10,timestamp with time zone,NO,now()
public,techniciens,updated_at,11,timestamp with time zone,NO,now()
public,tickets,id,1,uuid,NO,uuid_generate_v4()
public,tickets,titre,2,text,NO,null
public,tickets,description,3,text,NO,null
public,tickets,categorie,4,text,NO,null
public,tickets,priorite,5,text,YES,'normale'::text
public,tickets,statut,6,USER-DEFINED,NO,'nouveau'::ticket_status
public,tickets,logement_id,7,uuid,NO,null
public,tickets,locataire_id,8,uuid,NO,null
public,tickets,regie_id,9,uuid,NO,null
public,tickets,entreprise_id,10,uuid,YES,null
public,tickets,technicien_id,11,uuid,YES,null
public,tickets,date_creation,12,timestamp with time zone,YES,now()
public,tickets,date_cloture,13,timestamp with time zone,YES,null
public,tickets,date_limite,14,timestamp with time zone,YES,null
public,tickets,photos,15,ARRAY,YES,null
public,tickets,urgence,16,boolean,YES,false
public,tickets,created_at,17,timestamp with time zone,YES,now()
public,tickets,updated_at,18,timestamp with time zone,YES,now()
public,tickets,locked_at,19,timestamp with time zone,YES,null
public,tickets,plafond_intervention_chf,20,numeric,YES,0
public,tickets,devise,21,text,NO,'CHF'::text
public,tickets,mode_diffusion,22,text,YES,null
public,tickets,sous_categorie,23,text,YES,null
public,tickets,piece,24,text,YES,null
public,tickets_complets,ticket_id,1,uuid,YES,null
public,tickets_complets,titre,2,text,YES,null
public,tickets_complets,description,3,text,YES,null
public,tickets_complets,categorie,4,text,YES,null
public,tickets_complets,priorite,5,text,YES,null
public,tickets_complets,statut,6,USER-DEFINED,YES,null
public,tickets_complets,created_at,7,timestamp with time zone,YES,null
public,tickets_complets,updated_at,8,timestamp with time zone,YES,null
public,tickets_complets,locataire_id,9,uuid,YES,null
public,tickets_complets,logement_id,10,uuid,YES,null
public,tickets_complets,regie_id,11,uuid,YES,null
public,tickets_complets,entreprise_id,12,uuid,YES,null
public,tickets_complets,locataire_nom,13,text,YES,null
public,tickets_complets,locataire_prenom,14,text,YES,null
public,tickets_complets,locataire_email,15,text,YES,null
public,tickets_complets,locataire_telephone,16,text,YES,null
public,tickets_complets,logement_numero,17,text,YES,null
public,tickets_complets,logement_etage,18,integer,YES,null
public,tickets_complets,immeuble_nom,19,text,YES,null
public,tickets_complets,immeuble_adresse,20,text,YES,null
public,tickets_complets,immeuble_code_postal,21,text,YES,null
public,tickets_complets,immeuble_ville,22,text,YES,null
public,tickets_complets,regie_nom,23,text,YES,null
public,tickets_disponibilites,id,1,uuid,NO,gen_random_uuid()
public,tickets_disponibilites,ticket_id,2,uuid,NO,null
public,tickets_disponibilites,date_debut,3,timestamp with time zone,NO,null
public,tickets_disponibilites,date_fin,4,timestamp with time zone,NO,null
public,tickets_disponibilites,preference,5,integer,NO,null
public,tickets_disponibilites,created_at,6,timestamp with time zone,NO,now()
public,tickets_visibles_entreprise,id,1,uuid,YES,null
public,tickets_visibles_entreprise,titre,2,text,YES,null
public,tickets_visibles_entreprise,description,3,text,YES,null
public,tickets_visibles_entreprise,categorie,4,text,YES,null
public,tickets_visibles_entreprise,priorite,5,text,YES,null
public,tickets_visibles_entreprise,statut,6,USER-DEFINED,YES,null
public,tickets_visibles_entreprise,logement_id,7,uuid,YES,null
public,tickets_visibles_entreprise,locataire_id,8,uuid,YES,null
public,tickets_visibles_entreprise,regie_id,9,uuid,YES,null
public,tickets_visibles_entreprise,entreprise_id,10,uuid,YES,null
public,tickets_visibles_entreprise,technicien_id,11,uuid,YES,null
public,tickets_visibles_entreprise,date_creation,12,timestamp with time zone,YES,null
public,tickets_visibles_entreprise,date_cloture,13,timestamp with time zone,YES,null
public,tickets_visibles_entreprise,date_limite,14,timestamp with time zone,YES,null
public,tickets_visibles_entreprise,photos,15,ARRAY,YES,null
public,tickets_visibles_entreprise,urgence,16,boolean,YES,null
public,tickets_visibles_entreprise,created_at,17,timestamp with time zone,YES,null
public,tickets_visibles_entreprise,updated_at,18,timestamp with time zone,YES,null
public,tickets_visibles_entreprise,locked_at,19,timestamp with time zone,YES,null
public,tickets_visibles_entreprise,plafond_intervention_chf,20,numeric,YES,null
public,tickets_visibles_entreprise,devise,21,text,YES,null
public,tickets_visibles_entreprise,mode_diffusion,22,text,YES,null
public,tickets_visibles_entreprise,visible_par_entreprise_id,23,uuid,YES,null
public,tickets_visibles_entreprise,autorisation_mode,24,text,YES,null
realtime,messages,topic,3,text,NO,null
realtime,messages,extension,4,text,NO,null
realtime,messages,payload,5,jsonb,YES,null
realtime,messages,event,6,text,YES,null
realtime,messages,private,7,boolean,YES,false
realtime,messages,updated_at,8,timestamp without time zone,NO,now()
realtime,messages,inserted_at,9,timestamp without time zone,NO,now()
realtime,messages,id,10,uuid,NO,gen_random_uuid()
realtime,schema_migrations,version,1,bigint,NO,null
realtime,schema_migrations,inserted_at,2,timestamp without time zone,YES,null
realtime,subscription,id,1,bigint,NO,null
realtime,subscription,subscription_id,2,uuid,NO,null
realtime,subscription,entity,4,regclass,NO,null
realtime,subscription,filters,5,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,claims,7,jsonb,NO,null
realtime,subscription,claims_role,8,regrole,NO,null
"realtime,subscription,created_at,9,timestamp without time zone,NO,""timezone('utc'::text, now())"""
storage,buckets,id,1,text,NO,null
storage,buckets,name,2,text,NO,null
storage,buckets,owner,3,uuid,YES,null
storage,buckets,created_at,4,timestamp with time zone,YES,now()
storage,buckets,updated_at,5,timestamp with time zone,YES,now()
storage,buckets,public,6,boolean,YES,false
storage,buckets,avif_autodetection,7,boolean,YES,false
storage,buckets,file_size_limit,8,bigint,YES,null
storage,buckets,allowed_mime_types,9,ARRAY,YES,null
storage,buckets,owner_id,10,text,YES,null
storage,buckets,type,11,USER-DEFINED,NO,'STANDARD'::storage.buckettype
storage,buckets_analytics,name,1,text,NO,null
storage,buckets_analytics,type,2,USER-DEFINED,NO,'ANALYTICS'::storage.buckettype
storage,buckets_analytics,format,3,text,NO,'ICEBERG'::text
storage,buckets_analytics,created_at,4,timestamp with time zone,NO,now()
storage,buckets_analytics,updated_at,5,timestamp with time zone,NO,now()
storage,buckets_analytics,id,6,uuid,NO,gen_random_uuid()
storage,buckets_analytics,deleted_at,7,timestamp with time zone,YES,null
storage,buckets_vectors,id,1,text,NO,null
storage,buckets_vectors,type,2,USER-DEFINED,NO,'VECTOR'::storage.buckettype
storage,buckets_vectors,created_at,3,timestamp with time zone,NO,now()
storage,buckets_vectors,updated_at,4,timestamp with time zone,NO,now()
storage,migrations,id,1,integer,NO,null
storage,migrations,name,2,character varying,NO,null
storage,migrations,hash,3,character varying,NO,null
storage,migrations,executed_at,4,timestamp without time zone,YES,CURRENT_TIMESTAMP
storage,objects,id,1,uuid,NO,gen_random_uuid()
storage,objects,bucket_id,2,text,YES,null
storage,objects,name,3,text,YES,null
storage,objects,owner,4,uuid,YES,null
storage,objects,created_at,5,timestamp with time zone,YES,now()
storage,objects,updated_at,6,timestamp with time zone,YES,now()
storage,objects,last_accessed_at,7,timestamp with time zone,YES,now()
storage,objects,metadata,8,jsonb,YES,null
storage,objects,path_tokens,9,ARRAY,YES,null
storage,objects,version,10,text,YES,null
storage,objects,owner_id,11,text,YES,null
storage,objects,user_metadata,12,jsonb,YES,null
storage,objects,level,13,integer,YES,null
storage,prefixes,bucket_id,1,text,NO,null
storage,prefixes,name,2,text,NO,null
storage,prefixes,level,3,integer,NO,null
storage,prefixes,created_at,4,timestamp with time zone,YES,now()
storage,prefixes,updated_at,5,timestamp with time zone,YES,now()
storage,s3_multipart_uploads,id,1,text,NO,null
storage,s3_multipart_uploads,in_progress_size,2,bigint,NO,0
storage,s3_multipart_uploads,upload_signature,3,text,NO,null
storage,s3_multipart_uploads,bucket_id,4,text,NO,null
storage,s3_multipart_uploads,key,5,text,NO,null
storage,s3_multipart_uploads,version,6,text,NO,null
storage,s3_multipart_uploads,owner_id,7,text,YES,null
storage,s3_multipart_uploads,created_at,8,timestamp with time zone,NO,now()
storage,s3_multipart_uploads,user_metadata,9,jsonb,YES,null
storage,s3_multipart_uploads_parts,id,1,uuid,NO,gen_random_uuid()
storage,s3_multipart_uploads_parts,upload_id,2,text,NO,null
storage,s3_multipart_uploads_parts,size,3,bigint,NO,0
storage,s3_multipart_uploads_parts,part_number,4,integer,NO,null
storage,s3_multipart_uploads_parts,bucket_id,5,text,NO,null
storage,s3_multipart_uploads_parts,key,6,text,NO,null
storage,s3_multipart_uploads_parts,etag,7,text,NO,null
storage,s3_multipart_uploads_parts,owner_id,8,text,YES,null
storage,s3_multipart_uploads_parts,version,9,text,NO,null
storage,s3_multipart_uploads_parts,created_at,10,timestamp with time zone,NO,now()
storage,vector_indexes,id,1,text,NO,gen_random_uuid()
storage,vector_indexes,name,2,text,NO,null
storage,vector_indexes,bucket_id,3,text,NO,null
storage,vector_indexes,data_type,4,text,NO,null
storage,vector_indexes,dimension,5,integer,NO,null
storage,vector_indexes,distance_metric,6,text,NO,null
storage,vector_indexes,metadata_configuration,7,jsonb,YES,null
storage,vector_indexes,created_at,8,timestamp with time zone,NO,now()
storage,vector_indexes,updated_at,9,timestamp with time zone,NO,now()
vault,decrypted_secrets,id,1,uuid,YES,null
vault,decrypted_secrets,name,2,text,YES,null
vault,decrypted_secrets,description,3,text,YES,null
vault,decrypted_secrets,secret,4,text,YES,null
vault,decrypted_secrets,decrypted_secret,5,text,YES,null
vault,decrypted_secrets,key_id,6,uuid,YES,null
vault,decrypted_secrets,nonce,7,bytea,YES,null
vault,decrypted_secrets,created_at,8,timestamp with time zone,YES,null
vault,decrypted_secrets,updated_at,9,timestamp with time zone,YES,null
vault,secrets,id,1,uuid,NO,gen_random_uuid()
vault,secrets,name,2,text,YES,null
vault,secrets,description,3,text,NO,''::text
vault,secrets,secret,4,text,NO,null
vault,secrets,key_id,5,uuid,YES,null
vault,secrets,nonce,6,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,created_at,7,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,updated_at,8,timestamp with time zone,NO,CURRENT_TIMESTAMP
